#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-2328CEF5A7AD09C7-8B8D67FE2AFEB18
#datatype	hitsFull Results
#status	0
#Start time	2017-02-26T14:10:53	Run time	0:00:06:21
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily	Definition
Q#16 - >13966[]	multi-dom	227320	29	229	1.5706e-30	117.431	COG4987	CydC	N	 - 	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components [Energy production and conversion, Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components [Energy production and conversion / Posttranslational modification, protein turnover, chaperones].
Q#16 - >13966[]	multi-dom	226963	18	241	3.37854e-30	111.63	COG4604	CeuD	 - 	 - 	ABC-type enterochelin transport system, ATPase component  [Inorganic ion transport and metabolism]; ABC-type enterochelin transport system, ATPase component [Inorganic ion transport and metabolism].
Q#16 - >13966[]	multi-dom	226929	28	227	2.79389e-29	109.367	COG4559	COG4559	 - 	 - 	ABC-type hemin transport system, ATPase component  [Inorganic ion transport and metabolism]; ABC-type hemin transport system, ATPase component [Inorganic ion transport and metabolism].
Q#16 - >13966[]	multi-dom	226592	6	228	2.91394e-29	109.457	COG4107	PhnK	 - 	 - 	ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism]; ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#16 - >13966[]	multi-dom	224055	29	227	2.21468e-28	111.367	COG1132	MdlB	N	 - 	ABC-type multidrug transport system, ATPase and permease component [Defense mechanisms]; ABC-type multidrug transport system, ATPase and permease components [Defense mechanisms].
Q#16 - >13966[]	multi-dom	226620	30	219	3.20965e-26	100.292	COG4136	YnjD	 - 	 - 	ABC-type uncharacterized transport system YnjBCD, ATPase component [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#16 - >13966[]	multi-dom	227118	22	218	2.62422e-25	98.2667	COG4778	PhnL	 - 	 - 	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [Inorganic ion transport and metabolism]; ABC-type phosphonate transport system, ATPase component [Inorganic ion transport and metabolism].
Q#16 - >13966[]	multi-dom	226969	30	242	3.45967e-25	102.355	COG4618	ArpD	N	 - 	ABC-type protease/lipase transport system, ATPase and permease components  [Intracellular trafficking, secretion, and vesicular transport]; ABC-type protease/lipase transport system, ATPase and permease components [General function prediction only].
Q#16 - >13966[]	multi-dom	223473	30	227	1.43222e-21	88.7896	COG0396	SufC	 - 	 - 	Fe-S cluster assembly ATPase SufC [Posttranslational modification, protein turnover, chaperones]; Cysteine desulfurase activator ATPase [Posttranslational modification, protein turnover, chaperones].
Q#16 - >13966[]	multi-dom	224053	50	243	3.85196e-20	87.5665	COG1129	MglA	N	 - 	ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism]; ABC-type sugar transport system, ATPase component [Carbohydrate transport and metabolism].
Q#16 - >13966[]	multi-dom	226639	23	241	6.60042e-20	85.6655	COG4170	SapD	C	 - 	ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms]; ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].
Q#16 - >13966[]	multi-dom	224044	44	229	1.29601e-19	83.5153	COG1119	ModF	N	 - 	ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA [Inorganic ion transport and metabolism]; ABC-type molybdenum transport system, ATPase component/photorepair protein PhrA [Inorganic ion transport and metabolism].
Q#16 - >13966[]	multi-dom	223562	16	227	5.03828e-19	84.2241	COG0488	Uup	C	 - 	ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only]; ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only].
Q#16 - >13966[]	multi-dom	226617	19	210	7.19595e-19	80.413	COG4133	CcmA	 - 	 - 	ABC-type transport system involved in cytochrome c biogenesis, ATPase component [Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in cytochrome c biogenesis, ATPase component [Posttranslational modification, protein turnover, chaperones].
Q#16 - >13966[]	multi-dom	227590	30	228	9.6849e-19	83.5601	COG5265	ATM1	N	 - 	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components  [Posttranslational modification, protein turnover, chaperones]; ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components [Posttranslational modification, protein turnover, chaperones].
Q#16 - >13966[]	multi-dom	226631	16	227	3.96712e-18	80.0982	COG4152	YhaQ	C	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#16 - >13966[]	multi-dom	224057	6	229	4.77295e-18	79.1967	COG1134	TagH	 - 	 - 	ABC-type polysaccharide/polyol phosphate transport system, ATPase component [Carbohydrate transport and metabolism, Cell wall/membrane/envelope biogenesis]; ABC-type polysaccharide/polyol phosphate transport system, ATPase component [Carbohydrate transport and metabolism / Cell envelope biogenesis, outer membrane].
Q#16 - >13966[]	multi-dom	226952	7	229	6.45407e-18	80.1206	COG4586	COG4586	C	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; ABC-type uncharacterized transport system, ATPase component [General function prediction only].
Q#16 - >13966[]	multi-dom	227019	26	226	1.30131e-17	78.1458	COG4674	COG4674	 - 	 - 	ABC-type uncharacterized transport system, ATPase component  [General function prediction only]; Uncharacterized ABC-type transport system, ATPase component [General function prediction only].
Q#16 - >13966[]	multi-dom	226646	30	223	3.9116e-17	78.8907	COG4178	YddA	N	 - 	ABC-type uncharacterized transport system, permease and ATPase components [General function prediction only]; ABC-type uncharacterized transport system, permease and ATPase components [General function prediction only].
Q#16 - >13966[]	multi-dom	224060	12	240	1.03668e-16	75.317	COG1137	LptB	 - 	 - 	ABC-type lipopolysaccharide export system, ATPase component [Cell wall/membrane/envelope biogenesis]; ABC-type (unclassified) transport system, ATPase component [General function prediction only].
Q#16 - >13966[]	multi-dom	226637	16	239	1.12324e-16	75.6287	COG4167	SapF	 - 	 - 	ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms]; ABC-type antimicrobial peptide transport system, ATPase component [Defense mechanisms].
Q#16 - >13966[]	multi-dom	223562	5	224	1.53644e-16	76.9053	COG0488	Uup	N	 - 	ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only]; ATPase components of ABC transporters with duplicated ATPase domains [General function prediction only].
Q#16 - >13966[]	multi-dom	224166	7	220	8.36992e-15	71.9448	COG1245	Rli1	N	 - 	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains [Translation, ribosomal structure and biogenesis]; Predicted ATPase, RNase L inhibitor (RLI) homolog [General function prediction only].
Q#16 - >13966[]	multi-dom	226364	27	242	2.02629e-14	70.6515	COG3845	YufO	N	 - 	ABC-type uncharacterized transport system, ATPase component [General function prediction only]; ABC-type uncharacterized transport systems, ATPase components [General function prediction only].
Q#16 - >13966[]	multi-dom	226968	33	249	3.00103e-13	67.5192	COG4615	PvdE	N	 - 	ABC-type siderophore export system, fused ATPase and permease components [Inorganic ion transport and metabolism]; ABC-type siderophore export system, fused ATPase and permease components [Secondary metabolites biosynthesis, transport, and catabolism / Inorganic ion transport and metabolism].
Q#16 - >13966[]	multi-dom	225265	2	228	4.26341e-13	66.789	COG2401	MK0520	N	 - 	ABC-type ATPase fused to a predicted acetyltransferase domain  [General function prediction only]; ABC-type ATPase fused to a predicted acetyltransferase domain [General function prediction only].
Q#16 - >13966[]	multi-dom	224166	43	208	1.78664e-12	65.0112	COG1245	Rli1	C	 - 	Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains [Translation, ribosomal structure and biogenesis]; Predicted ATPase, RNase L inhibitor (RLI) homolog [General function prediction only].
Q#16 - >13966[]	multi-dom	226622	36	239	1.43449e-11	61.0163	COG4138	BtuD	 - 	 - 	ABC-type cobalamin transport system, ATPase component [Coenzyme transport and metabolism]; ABC-type cobalamin transport system, ATPase component [Coenzyme metabolism].
Q#16 - >13966[]	multi-dom	223496	145	219	1.14945e-08	53.9959	COG0419	SbcC	N	 - 	DNA repair exonuclease SbcCD ATPase subunit [Replication, recombination and repair]; ATPase involved in DNA repair [DNA replication, recombination, and repair].
Q#16 - >13966[]	multi-dom	223256	131	219	3.47292e-06	46.4229	COG0178	UvrA	NC	 - 	Excinuclease UvrABC ATPase subunit [Replication, recombination and repair]; Excinuclease ATPase subunit [DNA replication, recombination, and repair].
Q#16 - >13966[]	multi-dom	223256	30	58	1.45081e-05	44.4969	COG0178	UvrA	NC	 - 	Excinuclease UvrABC ATPase subunit [Replication, recombination and repair]; Excinuclease ATPase subunit [DNA replication, recombination, and repair].
Q#16 - >13966[]	multi-dom	223256	30	56	0.000475167	39.8745	COG0178	UvrA	C	 - 	Excinuclease UvrABC ATPase subunit [Replication, recombination and repair]; Excinuclease ATPase subunit [DNA replication, recombination, and repair].
Q#16 - >13966[]	multi-dom	223496	28	60	0.00522911	36.6619	COG0419	SbcC	C	 - 	DNA repair exonuclease SbcCD ATPase subunit [Replication, recombination and repair]; ATPase involved in DNA repair [DNA replication, recombination, and repair].
Q#17 - >13967[]	multi-dom	223240	7	423	8.78336e-167	472.868	COG0162	TyrS	 - 	 - 	Tyrosyl-tRNA synthetase [Translation, ribosomal structure and biogenesis]; Tyrosyl-tRNA synthetase [Translation, ribosomal structure and biogenesis].
Q#18 - >13968[]	specific	223215	3	399	0	617.671	COG0137	ArgG	 - 	cl00292	Argininosuccinate synthase [Amino acid transport and metabolism]; Argininosuccinate synthase [Amino acid transport and metabolism].
Q#18 - >13968[]	superfamily	294206	3	399	0	617.671	cl00292	AANH_like superfamily	 - 	 - 	Adenine nucleotide alpha hydrolases superfamily  including N type ATP PPases, ATP sulphurylases Universal Stress Response protein and electron transfer flavoprotein (ETF). The domain forms a apha/beta/apha fold which  binds to Adenosine nucleotide.
Q#18 - >13968[]	non-specific	223676	1	63	0.0029625	37.601	COG0603	QueC	C	cl00292	7-cyano-7-deazaguanine synthase (queuosine biosynthesis) [Translation, ribosomal structure and biogenesis]; Predicted PP-loop superfamily ATPase [General function prediction only].
Q#18 - >13968[]	multi-dom	223558	1	71	0.000669809	39.9162	COG0482	MnmA	C	 - 	tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain [Translation, ribosomal structure and biogenesis]; Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop ATPase domain [Translation, ribosomal structure and biogenesis].
Q#19 - >13969[]	multi-dom	223156	21	328	2.95204e-154	433.549	COG0078	ArgF	 - 	 - 	Ornithine carbamoyltransferase [Amino acid transport and metabolism]; Ornithine carbamoyltransferase [Amino acid transport and metabolism].
Q#19 - >13969[]	multi-dom	223614	21	327	1.41707e-32	121.936	COG0540	PyrB	 - 	 - 	Aspartate carbamoyltransferase, catalytic chain [Nucleotide transport and metabolism]; Aspartate carbamoyltransferase, catalytic chain [Nucleotide transport and metabolism].
Q#20 - >13970[]	specific	227325	20	409	1.23738e-178	502.468	COG4992	ArgD	 - 	cl18945	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase [Amino acid transport and metabolism]; Ornithine/acetylornithine aminotransferase [Amino acid transport and metabolism].
Q#20 - >13970[]	superfamily	302748	20	409	1.23738e-178	502.468	cl18945	AAT_I superfamily	 - 	 - 	Aspartate aminotransferase (AAT) superfamily (fold type I) of pyridoxal phosphate (PLP)-dependent enzymes. PLP combines with an alpha-amino acid to form a compound called a Schiff base or aldimine intermediate, which depending on the reaction, is the substrate in four kinds of reactions (1) transamination (movement of amino groups), (2) racemization (redistribution of enantiomers), (3) decarboxylation (removing COOH groups), and (4) various side-chain reactions depending on the enzyme involved. Pyridoxal phosphate (PLP) dependent enzymes were previously classified into alpha, beta and gamma classes, based on the chemical characteristics (carbon atom involved) of the reaction they catalyzed. The availability of several structures allowed a comprehensive analysis of  the evolutionary classification of PLP dependent enzymes, and it was found that the functional classification did not always agree with the evolutionary history of these enzymes. Structure and sequence analysis has revealed that the PLP dependent enzymes can be classified into four major groups of different evolutionary origin: aspartate aminotransferase superfamily (fold type I), tryptophan synthase beta superfamily (fold type II), alanine racemase superfamily (fold type III), and D-amino acid superfamily (fold type IV) and Glycogen phophorylase family (fold type V).
Q#20 - >13970[]	non-specific	223239	27	409	1.10823e-96	295.225	COG0161	BioA	 - 	cl18945	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase [Coenzyme transport and metabolism]; Adenosylmethionine-8-amino-7-oxononanoate aminotransferase [Coenzyme metabolism].
Q#20 - >13970[]	multi-dom	223238	5	412	6.48763e-133	388.113	COG0160	GabT	 - 	 - 	4-aminobutyrate aminotransferase or related aminotransferase [Amino acid transport and metabolism]; 4-aminobutyrate aminotransferase and related aminotransferases [Amino acid transport and metabolism].
Q#20 - >13970[]	multi-dom	223080	40	409	8.305e-55	186.248	COG0001	HemL	 - 	 - 	Glutamate-1-semialdehyde aminotransferase [Coenzyme transport and metabolism]; Glutamate-1-semialdehyde aminotransferase [Coenzyme metabolism].
Q#20 - >13970[]	multi-dom	223234	62	408	0.00265711	38.3884	COG0156	BioF	 - 	 - 	7-keto-8-aminopelargonate synthetase or related enzyme [Coenzyme transport and metabolism]; 7-keto-8-aminopelargonate synthetase and related enzymes [Coenzyme metabolism].
Q#21 - >13971[]	specific	223151	31	151	2.80975e-24	97.4111	COG0073	EMAP	 - 	cl00320	tRNA-binding EMAP/Myf domain [Translation, ribosomal structure and biogenesis]; EMAP domain [General function prediction only].
Q#21 - >13971[]	superfamily	294227	31	151	2.80975e-24	97.4111	cl00320	tRNA_bindingDomain superfamily	 - 	 - 	The tRNA binding domain is also known as the Myf domain in literature. This domain is found in a diverse collection of tRNA binding proteins, including prokaryotic phenylalanyl tRNA synthetases (PheRS), methionyl-tRNA synthetases (MetRS), human tyrosyl-tRNA synthetase(hTyrRS), Saccharomyces cerevisiae Arc1p, Thermus thermophilus CsaA, Aquifex aeolicus Trbp111, human p43 and human EMAP-II. PheRS, MetRS and hTyrRS aminoacylate their cognate tRNAs.  Arc1p is a transactivator of yeast methionyl-tRNA and glutamyl-tRNA synthetases.  The molecular chaperones Trbp111 and CsaA also contain this domain.  CsaA has export related activities; Trbp111 is structure-specific recognizing the L-shape of the tRNA fold. This domain has general tRNA binding properties.  In a subset of this family this domain has the added capability of a cytokine. For example the p43 component of the Human aminoacyl-tRNA synthetase complex is cleaved to release EMAP-II cytokine. EMAP-II has multiple activities during apoptosis, angiogenesis and inflammation and participates in malignant transformation. An EMAP-II-like cytokine is released from hTyrRS upon cleavage. The active cytokine heptapeptide locates to this domain. For homodimeric members of this group which include CsaA, Trbp111 and Escherichia coli MetRS this domain acts as a dimerization domain.
